word_en,word_zh,feature_zh,has_feature
anvil,鐵砧,強壯的,1
anvil,鐵砧,可以收集樹葉,0
anvil,鐵砧,紙做的,0
anvil,鐵砧,一個玩具,0
anvil,鐵砧,輕巧的,0
anvil,鐵砧,專門為孩子們,0
anvil,鐵砧,用於存儲或收納東西,0
anvil,鐵砧,折疊,0
anvil,鐵砧,用腳控制,0
anvil,鐵砧,有一個或多個鉸鏈,0
anvil,鐵砧,有抽屜,0
anvil,鐵砧,裝飾配件,0
apple,蘋果,可以生吃,1
apple,蘋果,有一個核心,1
apple,蘋果,有籽,1
apple,蘋果,水果,1
apple,蘋果,在雜貨店買的,1
apple,蘋果,甜的,1
apple,蘋果,多汁的,1
apple,蘋果,圓形的,1
apple,蘋果,會熟的,1
apple,蘋果,生長在樹上,1
apple,蘋果,鬆脆的,1
apple,蘋果,硬的,1
apple,蘋果,重的,0
apple,蘋果,有層次的,0
apple,蘋果,在田裡生長,0
apple,蘋果,價格昂貴的,0
apple,蘋果,生長在灌木叢上,0
apple,蘋果,在沙漠中發現,0
apple,蘋果,有葉子,1
apple,蘋果,調味料,0
apple,蘋果,大尺寸的,0
apple,蘋果,有莖,0
apple,蘋果,有一個大果核,0
apple,蘋果,食草的,0
apricot,杏,可以生吃,1
apricot,杏,生長在樹上,1
apricot,杏,小的,1
apricot,杏,有肉或果肉,1
apricot,杏,有籽,1
apricot,杏,水果,1
apricot,杏,纖維的來源,1
apricot,杏,在雜貨店買的,1
apricot,杏,橙色,1
apricot,杏,多汁的,1
apricot,杏,有一個大果核,1
apricot,杏,會熟的,1
apricot,杏,地面居住,0
apricot,杏,有一個可去掉的果皮,1
apricot,杏,價格昂貴的,0
apricot,杏,有層次的,0
apricot,杏,調味料,0
apricot,杏,植物的莖,0
apricot,杏,重的,0
apricot,杏,有葉子,0
apricot,杏,有莖,0
apricot,杏,有一個球莖,0
apricot,杏,夜行性,0
apricot,杏,有光澤的,0
apron,圍裙,價格便宜的,1
apron,圍裙,在廚房裡發現,1
apron,圍裙,面料製成,1
apron,圍裙,家居用品,1
apron,圍裙,在服裝店買的,0
apron,圍裙,穿在身上,1
apron,圍裙,衣服,1
apron,圍裙,洗過的,1
apron,圍裙,重複使用,1
apron,圍裙,縫製的,1
apron,圍裙,可以綁,1
apron,圍裙,衣櫃裡可有可無的,1
apron,圍裙,用於一項運動,0
apron,圍裙,正裝,0
apron,圍裙,在天冷時穿的,0
apron,圍裙,穿在腿上,0
apron,圍裙,用於潮濕的天氣,0
apron,圍裙,在雪中使用,0
apron,圍裙,有羽毛,0
apron,圍裙,珠寶,0
apron,圍裙,金屬製成,0
apron,圍裙,專門為孩子們,0
apron,圍裙,外部尖的,0
apron,圍裙,存放在冰箱裡,0
arm,手臂,長的,1
arm,手臂,強壯的,1
arm,手臂,大小不同,1
arm,手臂,常見的,1
arm,手臂,身體的一部分,1
arm,手臂,生長,1
arm,手臂,可以承受負荷,1
arm,手臂,可以受損的,1
arm,手臂,移動,1
arm,手臂,有皮膚,1
arm,手臂,用腳控制,0
arm,手臂,能跑,0
arm,手臂,在臉上發現,0
arm,手臂,購買的,0
arm,手臂,可以坐在上面,0
arm,手臂,可以比賽,0
arm,手臂,食物,0
arm,手臂,有翅膀,0
arm,手臂,有牙齒,0
arm,手臂,粘滑的,0
arrow,箭,購買的,1
arrow,箭,危險的,1
arrow,箭,可以瞄準目標,1
arrow,箭,可以刺穿,1
arrow,箭,狩獵,1
arrow,箭,在外面發現或使用,1
arrow,箭,木質的,1
arrow,箭,重複使用,1
arrow,箭,尖銳的,1
arrow,箭,輕巧的,1
arrow,箭,玻璃製成,0
arrow,箭,可以收集樹葉,0
arrow,箭,可以容納液體,0
arrow,箭,可以閱讀,0
arrow,箭,大聲的,0
arrow,箭,有一個或多個燈,0
arrow,箭,有操控裝置,0
arrow,箭,重的,0
arrow,箭,開合,0
arrow,箭,提供庇護,0
artichoke,朝鮮薊,可食用的,1
artichoke,朝鮮薊,生長,1
artichoke,朝鮮薊,有葉子,1
artichoke,朝鮮薊,一種蔬菜,1
artichoke,朝鮮薊,在雜貨店買的,1
artichoke,朝鮮薊,有營養的,1
artichoke,朝鮮薊,放在沙拉里,1
artichoke,朝鮮薊,有層次的,1
artichoke,朝鮮薊,綠色,1
artichoke,朝鮮薊,頭部生長的,0
artichoke,朝鮮薊,可以被煮的,1
artichoke,朝鮮薊,橙色,0
artichoke,朝鮮薊,植物的莖,1
artichoke,朝鮮薊,酸的,0
artichoke,朝鮮薊,用來做餡餅,0
artichoke,朝鮮薊,在客廳裡發現,0
artichoke,朝鮮薊,可以睡在上面,0
artichoke,朝鮮薊,有四條腿,0
artichoke,朝鮮薊,有一個或多個鉸鏈,0
artichoke,朝鮮薊,在二手商店購買,0
artichoke,朝鮮薊,移動,0
artichoke,朝鮮薊,築巢,0
ashtray,煙灰缸,購買的,1
ashtray,煙灰缸,小的,1
ashtray,煙灰缸,收集廢物,1
ashtray,煙灰缸,常見的,1
ashtray,煙灰缸,在外面發現或使用,1
ashtray,煙灰缸,玻璃製成,1
ashtray,煙灰缸,重複使用,1
ashtray,煙灰缸,尖銳的,0
ashtray,煙灰缸,重的,0
ashtray,煙灰缸,有分段,0
ashtray,煙灰缸,可以收集樹葉,0
ashtray,煙灰缸,長的,0
ashtray,煙灰缸,放在牆上,0
ashtray,煙灰缸,一台機器,0
asparagus,蘆筍,價格便宜的,1
asparagus,蘆筍,可以被煮的,1
asparagus,蘆筍,可以生吃,1
asparagus,蘆筍,有葉子,0
asparagus,蘆筍,一種蔬菜,1
asparagus,蘆筍,在雜貨店買的,1
asparagus,蘆筍,可食用的,1
asparagus,蘆筍,食物,1
asparagus,蘆筍,有營養的,1
asparagus,蘆筍,放在沙拉里,1
asparagus,蘆筍,會變爛的,1
asparagus,蘆筍,粉色,0
asparagus,蘆筍,有一個球莖,0
asparagus,蘆筍,調味料,0
asparagus,蘆筍,有層次的,0
asparagus,蘆筍,有籽,0
asparagus,蘆筍,重的,0
asparagus,蘆筍,生長在樹上,0
asparagus,蘆筍,有一個大果核,0
asparagus,蘆筍,有一個核心,0
asparagus,蘆筍,用錫罐出售,1
asparagus,蘆筍,可能有毒,0
asparagus,蘆筍,綠色,1
asparagus,蘆筍,清潔牙齒,0
ax,斧頭,用手控制,1
ax,斧頭,危險的,1
ax,斧頭,購買的,1
ax,斧頭,可以切,1
ax,斧頭,有刀片,1
ax,斧頭,一個工具,1
ax,斧頭,在家庭裝修商店買的,1
ax,斧頭,在車庫裡發現,1
ax,斧頭,金屬製成,1
ax,斧頭,尖銳的,1
ax,斧頭,強壯的,1
ax,斧頭,在外面發現或使用,1
ax,斧頭,可以收集樹葉,0
ax,斧頭,放在牆上,0
ax,斧頭,在廚房裡發現,0
ax,斧頭,一台機器,0
ax,斧頭,面料製成,0
ax,斧頭,輕巧的,0
ax,斧頭,圓形的,0
ax,斧頭,提供庇護,0
ax,斧頭,可以容納液體,0
ax,斧頭,有一個或多個門,0
ax,斧頭,包含玻璃,0
ax,斧頭,有螺旋槳,0
baby,寶寶,小的,1
baby,寶寶,哭泣,1
baby,寶寶,坐的,1
baby,寶寶,大笑,1
baby,寶寶,會發出聲音,1
baby,寶寶,生長,1
baby,寶寶,有身體,1
baby,寶寶,人類,1
baby,寶寶,活的,1
baby,寶寶,在家裡找到,1
baby,寶寶,大小不同,1
baby,寶寶,外部尖的,0
baby,寶寶,可以用子彈,0
baby,寶寶,可以教書,0
baby,寶寶,可以承受負荷,0
baby,寶寶,有六條腿,0
baby,寶寶,一種動​​物,0
baby,寶寶,可以吃人,0
baby,寶寶,有鱗,0
baby,寶寶,可能有毒,0
baby,寶寶,食肉的,0
baby,寶寶,可以騎,0
backpack,背包,購買的,1
backpack,背包,孩子們使用的,1
backpack,背包,可以承受負荷,1
backpack,背包,有一個拉鍊,1
backpack,背包,有一個或多個口袋,1
backpack,背包,大小不同,1
backpack,背包,旅行打包的,1
backpack,背包,穿在身上,1
backpack,背包,重複使用,1
backpack,背包,縫製的,1
backpack,背包,開合,1
backpack,背包,有接縫,1
backpack,背包,戴在頭上,0
backpack,背包,絲綢製成,0
backpack,背包,可以放在口袋裡,0
backpack,背包,珠寶,0
backpack,背包,有花邊,0
backpack,背包,正裝,0
backpack,背包,可以閱讀,0
backpack,背包,有爪子,0
backpack,背包,在雜貨店買的,0
backpack,背包,用於睡眠,0
backpack,背包,需要功率才能運作,0
backpack,背包,武器,0
badge,徽章,小的,1
badge,徽章,可以放在口袋裡,1
badge,徽章,金屬製成,1
badge,徽章,重複使用,1
badge,徽章,閃亮的,1
badge,徽章,穿在身上,1
badge,徽章,在特殊場合穿,1
badge,徽章,輕巧的,1
badge,徽章,在動作片中發現,1
badge,徽章,可以綁,0
badge,徽章,家居用品,0
badge,徽章,棉製的,0
badge,徽章,穿在腳上,0
badge,徽章,在衣櫃裡需要,0
badge,徽章,有一個拉鍊,0
badge,徽章,用於一項運動,0
badge,徽章,可以容納液體,0
badge,徽章,在浴室裡發現,0
bag,袋,購買的,1
bag,袋,一個容器,1
bag,袋,常見的,1
bag,袋,在家裡找到,1
bag,袋,塑料製成,1
bag,袋,重複使用,1
bag,袋,用於存儲或收納東西,1
bag,袋,危險的,0
bag,袋,木質的,0
bag,袋,狩獵,0
bag,袋,一個玩具,0
bag,袋,大聲的,0
bag,袋,可以點燃,0
bag,袋,包含玻璃,0
balcony,陽臺,常見的,1
balcony,陽臺,在外面發現或使用,1
balcony,陽臺,硬的,1
balcony,陽臺,大小不同,1
balcony,陽臺,大尺寸的,1
balcony,陽臺,重複使用,1
balcony,陽臺,強壯的,1
balcony,陽臺,為了保護,1
balcony,陽臺,需要功率才能運作,0
balcony,陽臺,大聲的,0
balcony,陽臺,用於一項運動,0
balcony,陽臺,會發出聲音,0
balcony,陽臺,有螺旋槳,0
balcony,陽臺,在野外發現,0
balcony,陽臺,收集廢物,0
balcony,陽臺,家的一部分,1
balcony,陽臺,有欄杆,1
balcony,陽臺,用於烹飪,0
ball,球,購買的,1
ball,球,孩子們使用的,1
ball,球,用於一項運動,1
ball,球,用於娛樂,1
ball,球,可以扔,1
ball,球,可以彈起,1
ball,球,一個玩具,1
ball,球,常見的,1
ball,球,大小不同,1
ball,球,重複使用,1
ball,球,圓形的,1
ball,球,輕巧的,1
ball,球,尖銳的,0
ball,球,金屬製成,0
ball,球,在家庭裝修商店買的,0
ball,球,有一個或多個燈,0
ball,球,裝飾配件,0
ball,球,可以點燃,0
ball,球,包含玻璃,0
ball,球,有按鈕,0
ball,球,開合,0
ball,球,一個容器,0
ball,球,有一個或多個座位,0
ball,球,一個洗漱用品,0
balloon,氣球,購買的,1
balloon,氣球,可以盤旋,1
balloon,氣球,漂浮,1
balloon,氣球,一個玩具,1
balloon,氣球,常見的,1
balloon,氣球,為了孩子,1
balloon,氣球,形狀不同,1
balloon,氣球,大小不同,1
balloon,氣球,圓形的,1
balloon,氣球,重複使用,0
balloon,氣球,輕巧的,1
balloon,氣球,金屬製成,0
balloon,氣球,重的,0
balloon,氣球,強壯的,0
balloon,氣球,尖銳的,0
balloon,氣球,用於睡眠,0
balloon,氣球,一個工具,0
balloon,氣球,可以承受負荷,0
balloon,氣球,有窗戶,0
balloon,氣球,一台機器,0
balloon,氣球,可以站在上面,0
balloon,氣球,用腳控制,0
bamboo shoots,竹筍,價格便宜的,1
bamboo shoots,竹筍,可食用的,1
bamboo shoots,竹筍,可以生吃,1
bamboo shoots,竹筍,可以受損的,1
bamboo shoots,竹筍,可以被煮的,1
bamboo shoots,竹筍,在熱帶地區生長,1
bamboo shoots,竹筍,一種植物,1
bamboo shoots,竹筍,一種蔬菜,1
bamboo shoots,竹筍,在雜貨店買的,1
bamboo shoots,竹筍,在野外發現,1
bamboo shoots,竹筍,綠色,1
bamboo shoots,竹筍,在亞洲發現,1
bamboo shoots,竹筍,豆類,0
bamboo shoots,竹筍,有一個球莖,0
bamboo shoots,竹筍,調味料,0
bamboo shoots,竹筍,有層次的,1
bamboo shoots,竹筍,有籽,0
bamboo shoots,竹筍,重的,0
bamboo shoots,竹筍,多汁的,0
bamboo shoots,竹筍,有一個大果核,0
bamboo shoots,竹筍,有一個核心,0
bamboo shoots,竹筍,用錫罐出售,0
bamboo shoots,竹筍,可能有毒,0
bamboo shoots,竹筍,閃亮的,0
banana,香蕉,價格便宜的,1
banana,香蕉,在熱帶地區生長,1
banana,香蕉,可以生吃,1
banana,香蕉,生長在樹上,1
banana,香蕉,有一個可去掉的果皮,1
banana,香蕉,水果,1
banana,香蕉,纖維的來源,1
banana,香蕉,在雜貨店買的,1
banana,香蕉,常見的,1
banana,香蕉,黃色,1
banana,香蕉,會熟的,1
banana,香蕉,美味的,1
banana,香蕉,有毒,0
banana,香蕉,有葉子,0
banana,香蕉,有莖,0
banana,香蕉,有一個大果核,0
banana,香蕉,有一個核心,0
banana,香蕉,調味料,0
banana,香蕉,鬆脆的,0
banana,香蕉,在寒冷的氣候中發現,0
banana,香蕉,毛茸茸的,0
banana,香蕉,製成果醬,0
banana,香蕉,用錫罐出售,0
banana,香蕉,硬的,0
band-aid,創可貼,小的,1
band-aid,創可貼,價格便宜的,1
band-aid,創可貼,在浴室裡發現,1
band-aid,創可貼,大小不同,1
band-aid,創可貼,穿在身上,1
band-aid,創可貼,輕巧的,1
band-aid,創可貼,常見的,1
band-aid,創可貼,在雪中使用,0
band-aid,創可貼,正裝,0
band-aid,創可貼,被洗滌的,0
band-aid,創可貼,牛仔布製成,0
band-aid,創可貼,可以閱讀,0
band-aid,創可貼,包含玻璃,0
band-aid,創可貼,會發出聲音,0
band-aid,創可貼,用於受傷,1
band-aid,創可貼,黏的,1
band-aid,創可貼,用來解鎖東西,0
band-aid,創可貼,寵物,0
bandana,頭巾,價格便宜的,1
bandana,頭巾,由所有者使用,1
bandana,頭巾,可以放在口袋裡,1
bandana,頭巾,有設計,1
bandana,頭巾,在服裝店買的,1
bandana,頭巾,衣服,1
bandana,頭巾,面料製成,1
bandana,頭巾,重複使用,1
bandana,頭巾,穿在身上,1
bandana,頭巾,輕巧的,1
bandana,頭巾,多彩的,1
bandana,頭巾,衣櫃裡可有可無的,1
bandana,頭巾,珠寶,0
bandana,頭巾,金屬製成,0
bandana,頭巾,用腳控制,0
bandana,頭巾,有一個拉鍊,0
bandana,頭巾,在雪中使用,0
bandana,頭巾,在家庭裝修商店買的,0
bandana,頭巾,會發出聲音,0
bandana,頭巾,總在家裡出現的,0
bandana,頭巾,可以容納液體,0
bandana,頭巾,放在牆上,0
bandana,頭巾,武器,0
bandana,頭巾,有一個或多個手柄,0
banjo,班卓琴,用手控制,1
banjo,班卓琴,大聲的,1
banjo,班卓琴,購買的,1
banjo,班卓琴,用於娛樂,1
banjo,班卓琴,一種樂器,1
banjo,班卓琴,會發出聲音,1
banjo,班卓琴,木質的,1
banjo,班卓琴,重複使用,1
banjo,班卓琴,在農村城市中發現,1
banjo,班卓琴,尖銳的,0
banjo,班卓琴,用於睡眠,0
banjo,班卓琴,有腿,0
banjo,班卓琴,運動相關,0
banjo,班卓琴,狩獵,0
banjo,班卓琴,可以收集樹葉,0
banjo,班卓琴,可以坐在上面,0
banjo,班卓琴,用腳控制,0
banjo,班卓琴,會摧毀建築物,0
banjo,班卓琴,有弦,1
banjo,班卓琴,可塗抹的,0
barbecue,燒烤,購買價格適中的,1
barbecue,燒烤,用於娛樂,1
barbecue,燒烤,家居用品,1
barbecue,燒烤,在外面發現或使用,1
barbecue,燒烤,重的,1
barbecue,燒烤,大小不同,1
barbecue,燒烤,重複使用,1
barbecue,燒烤,用於睡眠,0
barbecue,燒烤,在空中使用,0
barbecue,燒烤,有一個或多個燈,0
barbecue,燒烤,孩子們使用的,0
barbecue,燒烤,為了保護,0
barbecue,燒烤,在水中或附近發現,0
barbecue,燒烤,可以坐在上面,0
barbecue,燒烤,有剎車,0
barbecue,燒烤,在走廊裡發現,0
barbecue,燒烤,用於烹飪,1
barbecue,燒烤,可以點燃,0
barbecue,燒烤,用火,1
barbecue,燒烤,木質的,0
barn,穀倉,在農場發現,1
barn,穀倉,提供庇護,1
barn,穀倉,同時被幾個人使用,1
barn,穀倉,包含玻璃,1
barn,穀倉,有一個或多個門,1
barn,穀倉,有一個或多個燈,1
barn,穀倉,有窗戶,1
barn,穀倉,一棟建築,1
barn,穀倉,多彩的,1
barn,穀倉,常見的,1
barn,穀倉,木質的,1
barn,穀倉,大小不同,1
barn,穀倉,騎馬,0
barn,穀倉,在車庫拍賣會上出售或購買,0
barn,穀倉,搬家時被帶走的,0
barn,穀倉,有八條腿,0
barn,穀倉,由蠟製成,0
barn,穀倉,移動,0
barn,穀倉,一個玩具,0
barn,穀倉,危險的,0
barn,穀倉,輕巧的,0
barn,穀倉,一種樂器,0
barn,穀倉,強大的,0
barn,穀倉,生長在灌木叢上,0
barrel,桶,可以容納液體,1
barrel,桶,一個容器,1
barrel,桶,在外面發現或使用,1
barrel,桶,硬的,1
barrel,桶,大小不同,1
barrel,桶,重複使用,1
barrel,桶,木質的,1
barrel,桶,在冰箱裡找到,0
barrel,桶,絲綢製成,0
barrel,桶,在樹上發現,0
barrel,桶,掛在天花板上,0
barrel,桶,用來做餡餅,0
barrel,桶,提供庇護,0
barrel,桶,為了孩子,0
barrel,桶,有架子,0
barrel,桶,大尺寸的,1
barrel,桶,圓形的,1
barrel,桶,放在地板上,1
barrel,桶,吹氣,0
barrel,桶,有八條腿,0
basket,籃子,購買的,1
basket,籃子,有一個或多個手柄,1
basket,籃子,一個容器,1
basket,籃子,家居用品,1
basket,籃子,用於存儲或收納東西,1
basket,籃子,輕巧的,1
basket,籃子,重複使用,1
basket,籃子,常見的,1
basket,籃子,危險的,0
basket,籃子,包含玻璃,0
basket,籃子,可以閱讀,0
basket,籃子,需要功率才能運作,0
basket,籃子,提供庇護,0
basket,籃子,有一個或多個座位,0
basket,籃子,放在牆上,0
basket,籃子,在水中或附近發現,0
bat,蝙蝠,可以飛,1
bat,蝙蝠,一種動​​物,1
bat,蝙蝠,夜行性,1
bat,蝙蝠,哺乳動物,1
bat,蝙蝠,野生的,1
bat,蝙蝠,在農村城市中發現,1
bat,蝙蝠,吃種子或植物,1
bat,蝙蝠,有眼睛,1
bat,蝙蝠,輕巧的,1
bat,蝙蝠,移動,1
bat,蝙蝠,小的,1
bat,蝙蝠,生長,1
bat,蝙蝠,可以吃人,0
bat,蝙蝠,會走路,0
bat,蝙蝠,在水中或附近發現,0
bat,蝙蝠,粘滑的,0
bat,蝙蝠,寵物,0
bat,蝙蝠,有蹄,0
bat,蝙蝠,能跑,0
bat,蝙蝠,用來上下班,0
bat,蝙蝠,可以承受負荷,0
bat,蝙蝠,一個人,0
bat,蝙蝠,可以說話,0
bat,蝙蝠,有一個或多個口袋,0
bathtub,浴缸,購買的,1
bathtub,浴缸,可以容納液體,1
bathtub,浴缸,家居用品,1
bathtub,浴缸,用於清潔,1
bathtub,浴缸,在家庭裝修商店買的,1
bathtub,浴缸,常見的,1
bathtub,浴缸,被運送的,1
bathtub,浴缸,在浴室裡發現,1
bathtub,浴缸,用水裝滿,1
bathtub,浴缸,有一個或多個燈,0
bathtub,浴缸,用來存儲和收納東西,0
bathtub,浴缸,面料製成,0
bathtub,浴缸,放在壁櫥裡,0
bathtub,浴缸,在沙漠中發現,0
bathtub,浴缸,開合,0
bathtub,浴缸,有螺旋槳,0
bathtub,浴缸,一台機器,0
bathtub,浴缸,搬家時被帶走的,0
bathtub,浴缸,提供庇護,0
bear,熊,在野外發現,1
bear,熊,有皮毛,1
bear,熊,一種動​​物,1
bear,熊,食肉的,1
bear,熊,吃魚,1
bear,熊,危險的,1
bear,熊,有爪子,1
bear,熊,活的,1
bear,熊,大尺寸的,1
bear,熊,游泳,1
bear,熊,生長,1
bear,熊,移動,1
bear,熊,飛很遠,0
bear,熊,有六條腿,0
bear,熊,小的,0
bear,熊,在樹上築巢,0
bear,熊,在農場裡發現,0
bear,熊,馴養的,0
bear,熊,可以教書,0
bear,熊,有蹄,0
bear,熊,多彩的,0
bear,熊,在學校裡發現,0
